Ano,Função,Resultado Primário,Subfunção,Empenhado,Pago
2003,11 - Trabalho,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,8.465.774.782,8.465.047.588
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,130.157.975,123.821.627
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,18.551.138,17.376.279
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,90.360.444,87.619.631
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,1.989.233,1.909.275
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,9.962.468,9.381.252
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,99.96,93.85
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,12.823.850,12.717.984
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,63.559.762,62.223.170
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",332 - Relações de Trabalho,107.069.267,106.857.199
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",333 - Empregabilidade,95.792.387,94.889.394
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",334 - Fomento ao Trabalho,23.749,4.483
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,1.228.395,1.228.395
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",6.366,6.366
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,3.211.061,2.657.808
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,903.709,796.289
2003,11 - Trabalho,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,27.782,27.782
2003,12 - Educação,0 - Financeira,364 - Ensino Superior,692.713.546,564.957.388
2003,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,80.195.014,80.164.710
2003,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",243 - Assistência à Criança e ao Adolescente,1.437.512.870,1.563.782.015
2003,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",302 - Assistência Hospitalar e Ambulatorial,170.473.491,170.343.299
2003,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,1.121.539.593,1.121.432.359
2003,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,79.651.037,79.453.321
2003,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",361 - Ensino Fundamental,949.211.899,662.734.636
2003,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",362 - Ensino Médio,54.041.914,54.041.914
2003,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",363 - Ensino Profissional,499.672.052,499.234.302
2003,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",364 - Ensino Superior,5.137.108.207,5.135.220.379
2003,12 - Educação,"1 - Primária obrigatória, considerada no cálculo do RP",367 - Educação Especial,14.649.210,14.571.213
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,4.602.237,734.014
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,45.244.651,42.007.446
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",123 - Administração Financeira,116.227.617,65.344.021
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,75.535.616,24.642.713
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,35.276.853,25.765.157
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",129 - Administração de Receitas,932.259,923.946
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,10.000.000,7.796.227
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,6.680.589,6.668.632
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",243 - Assistência à Criança e ao Adolescente,137.755.092,9.879.299
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",244 - Assistência Comunitária,152.741,128.396
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,6.596.893,6.220.641
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",302 - Assistência Hospitalar e Ambulatorial,102.868.299,90.680.739
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",303 - Suporte Profilático e Terapêutico,1.471.946,1.299.696
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",361 - Ensino Fundamental,986.054.061,575.806.291
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",362 - Ensino Médio,81.169.434,62.810.230
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",363 - Ensino Profissional,220.880.325,157.177.842
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",364 - Ensino Superior,1.595.312.872,1.288.863.771
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,29.107.486,27.126.600
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",366 - Educação de Jovens e Adultos,474.774.112,429.777.452
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",367 - Educação Especial,25.256.822,18.381.385
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",277.561,272.841
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",392 - Difusão Cultural,138.901,112.45
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",423 - Assistência aos Povos Indígenas,155.843,152.873
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,11.427.511,9.859.812
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,20.994.705,20.973.475
2003,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,461.885,103.304
2003,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,35.259.123,35.213.799
2003,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,2.882.596,2.882.596
2003,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,2.769.820,2.769.820
2003,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",39.606.000,39.606.000
2003,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",392 - Difusão Cultural,10.653.078,10.653.078
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,22.527.376,20.848.712
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,1.082.373,1.056.120
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,1.149.184,485.941
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,1.765.704,1.615.322
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,100,0
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,920.959,917.749
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,5.267.889,5.172.961
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,380.661,380.661
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",54.170.152,27.345.440
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",392 - Difusão Cultural,52.694.107,34.849.479
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",144.965,144.965
2003,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,77.092,77.092
2003,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,48.792.773,47.962.347
2003,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,1.357.157,1.242.589
2003,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,1.069.978,1.027.587
2003,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",3.291.610,3.278.923
2003,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",423 - Assistência aos Povos Indígenas,70.522.688,70.522.688
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,11.491.089,10.204.397
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,3.840.142,3.581.385
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,1.686.449,1.677.770
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,222.91,148.389
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",392 - Difusão Cultural,249.262,148.299
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",421 - Custódia e Reintegração Social,121.577.098,74.620.151
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",47.074.426,46.220.794
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",423 - Assistência aos Povos Indígenas,82.276.871,73.828.054
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,354.454,316.715
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",543 - Recuperação de Áreas Degradadas,577.015,435.523
2003,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,61.419,61.307
2003,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",451 - Infra-Estrutura Urbana,6.106.558,5.851.573
2003,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",451 - Infra-Estrutura Urbana,333.852.868,70.772.097
2003,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",452 - Serviços Urbanos,2.359.101,161.291
2003,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",453 - Transportes Coletivos Urbanos,534.02,155.211
2003,16 - Habitação,"2 - Primária discricionária, considerada no cálculo do RP",482 - Habitação Urbana,83.502.398,10.922.039
2003,16 - Habitação,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,38.752.852,0
2003,17 - Saneamento,"2 - Primária discricionária, considerada no cálculo do RP",512 - Saneamento Básico Urbano,58.683.470,5.744.872
2003,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,25.214.463,25.214.463
2003,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,7.923.031,7.907.512
2003,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,1.782.156,1.782.130
2003,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,275.662.340,275.662.340
2003,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",544 - Recursos Hídricos,13.213.200,10.924.826
